prediction;gold;sentence
positive;negative;i see it more neutrally: it's just a cinematic screwball about a weirdo who make his surroundings bearable with his blooming imagination.
positive;positive;thank you!
negative;positive;cameron diaz is incredibly serious and professional.
negative;negative;not only that many owl resemble each other simply time too much, rather the inexhaustible multiplicity of the guard of the forest are simply hardly to be overlooked.
negative;negative;a few nice effect and that's about it.
positive;positive;exciting and lively film..... definitely recommended!
positive;negative;the only worthwhile part of the film are the few, but impressive close-ups of the island of iwo jima while it is being shelled by the american (great special effects).
negative;positive;sarimaus
negative;positive;"i gave it only 9, because some scene are quite unbelievable (why don't the trojan stay behind their ""strong walls""?)."
negative;negative;greetings?
positive;positive;then again, you put yourself into the rage of the tortured and would like to smack her.
